片区,总价(万元),小区,朝向,面积
东城,880,新景家园西区,2室1厅,80.74
东城,1500,华普花园,3室2厅,176.03
东城,2000,雍和家园一期,3室2厅,158.28
东城,690,新景家园西区,1室1厅,57.21
东城,738,禾风仕家,2室1厅,63.83
东城,1160,建国门北大街5号,3室1厅,180.08
东城,740,仓南胡同12号院,2室1厅,61.38
东城,1260,中海紫御公馆,2室2厅,89.98
东城,710,法华南里,2室1厅,68.13
东城,1399,正东国际大厦,2室1厅,210.45
东城,470,定安里,3室1厅,84.22
东城,2540,冠城名敦道B区,4室2厅,222.11
东城,618,金桥国际,1室1厅,63.21
东城,1160,新景家园东区,3室1厅,90.77
东城,740,安化北里,2室1厅,74.81
东城,930,铂晶豪庭,2室1厅,94.39
东城,695,苏州胡同,3室1厅,63.06
东城,540,幸福北里,2室1厅,41.45
东城,690,新景家园西区,1室1厅,57.21
东城,955,东花市北里东区,2室1厅,81.84
东城,738,禾风仕家,2室1厅,63.83
东城,1160,建国门北大街5号,3室1厅,180.08
东城,1430,宝轩大厦,2室2厅,163.84
东城,980,景泰嘉园,2室1厅,115.31
东城,1350,聚龙花园,3室2厅,204.74
东城,475,李村东里,2室1厅,55.17
东城,1330,新景家园西区,2室1厅,117.53
东城,720,仓南胡同14号院,3室1厅,65.69
东城,655,李村,3室1厅,75.03
东城,1080,京城仁合,2室1厅,100.14
东城,1199,东直门内北小街2号院,3室2厅,130.54
东城,1399,贡院九号,2室1厅,163.43
东城,2540,冠城名敦道B区,4室2厅,222.11
东城,470,定安里,3室1厅,84.22
东城,720,和平里七区,2室1厅,63.89
东城,1000,金鱼池西区,4室2厅,135.05
东城,830,国瑞城中区,2室1厅,69.69
东城,1310,仓南胡同14号院,3室2厅,113.67
东城,1480,东方财富,3室1厅,173.12
东城,1399,正东国际大厦,2室1厅,210.45
东城,1260,中海紫御公馆,2室2厅,89.98
东城,710,法华南里,2室1厅,68.13
东城,740,仓南胡同12号院,2室1厅,61.38
东城,699,新景家园东区,1室1厅,59.87
东城,915,安定路,3室1厅,88.09
东城,935,国瑞城东区,2室1厅,79.57
东城,745,富贵园二区,2室1厅,81.56
东城,880,仓南胡同12号院,3室1厅,75.11
东城,640,抽屉胡同,2室1厅,59.36
东城,719,金鱼池中区,2室1厅,70.53
东城,1160,天天家园,3室2厅,140.91
东城,1480,本家润园一期,2室1厅,118.64
东城,740,东厂北巷,2室1厅,58.0
东城,878,新景家园东区,2室1厅,80.49
东城,490,北官厅胡同,3室1厅,73.57
东城,980,东直门内大街,3室1厅,90.1
东城,1350,太华公寓,3室2厅,233.71
东城,708,太华公寓,1室1厅,104.38
东城,636,台基厂头条2号院,2室1厅,49.79
东城,1180,中海紫御公馆,2室2厅,90.01
东城,680,新景家园东区,1室1厅,59.18
东城,1250,中海紫御公馆,2室2厅,89.49
东城,486,永定门东街中里,2室1厅,49.89
东城,650,金鱼池西区,2室1厅,61.8
东城,620,金桥国际,1室1厅,63.35
东城,609,金鱼池西区,2室1厅,57.99
东城,1080,海运仓小区,3室1厅,82.72
东城,980,海运仓小区,3室2厅,80.61
东城,950,禾风相府,2室1厅,67.36
东城,675,南水关,2室1厅,62.05
东城,480,金鱼池东区,2室1厅,67.2
东城,610,永铁苑,2室1厅,74.36
东城,500,幸福北里,2室1厅,52.31
东城,719,安外花园,2室1厅,65.4
东城,460,富莱茵花园,2室1厅,51.95
东城,820,安德里北街25号院,3室1厅,81.9
东城,1785,康鸿家园,3室1厅,159.87
东城,750,六铺炕,3室1厅,68.8
东城,1050,交林,3室1厅,71.0
东城,670,华龙美晟,2室1厅,79.49
东城,800,绿景馨园,2室1厅,71.99
东城,1350,康鸿家园,2室2厅,103.17
东城,3845,银闸胡同20号院,3室2厅,213.68
东城,1080,海运仓小区,3室1厅,92.63
东城,1450,幸福家园一期,3室1厅,114.57
东城,710,六铺炕,2室1厅,57.96
东城,810,兴隆都市馨园,2室1厅,73.18
东城,520,长青园,1室1厅,48.91
东城,568,天坛东里南区,2室1厅,56.89
东城,1350,富贵园一区,2室1厅,86.27
东城,1700,康鸿家园,3室2厅,159.87
东城,469,天坛东里中区,2室1厅,48.99
东城,745,福禄巷,2室1厅,60.55
东城,755,崇文门东大街,3室1厅,76.06
东城,540,本家润园C区,1室1厅,47.86
东城,675,青龙胡同,2室1厅,58.02
东城,480,城市亮点,1室1厅,47.18
东城,1200,西营房,2室1厅,89.31
东城,590,大羊宜宾胡同33号院,1室1厅,44.32
东城,1130,朝阳门内大街75号院,2室1厅,88.56
东城,680,北京上舍,1室0厅,57.14
东城,670,新景家园西区,1室1厅,58.45
东城,1200,西营房,2室1厅,89.31
东城,590,大羊宜宾胡同33号院,1室1厅,44.32
东城,1130,朝阳门内大街75号院,2室1厅,88.56
东城,670,新景家园西区,1室1厅,58.45
东城,680,北京上舍,1室0厅,57.14
东城,679,广渠家园,2室1厅,67.86
东城,630,玉石胡同,2室1厅,55.75
东城,698,安德路47号院,2室1厅,57.9
东城,580,体育馆西路2号院,2室1厅,56.62
东城,780,新景家园西区,2室1厅,73.82
东城,835,安外大街,2室1厅,71.59
东城,580,安外花园,1室1厅,37.62
东城,398,西革新里108号院,1室1厅,46.92
东城,643,南竹杆胡同,1室1厅,57.86
东城,850,大方家胡同,2室1厅,68.93
东城,818,海运仓小区,2室1厅,64.47
东城,898,南门仓胡同,2室1厅,77.82
东城,800,新世界中心,2室1厅,152.36
东城,1800,鸿运花园,3室2厅,169.16
东城,500,西营房,1室0厅,36.31
东城,2898,盛德紫阙,4室2厅,359.05
东城,600,地坛北里,1室0厅,37.42
东城,2820,盛德紫阙,4室2厅,359.05
东城,530,东四二条,1室0厅,41.48
东城,780,长安太和,1室0厅,67.23
东城,958,东花市北里中区,2室2厅,95.24
东城,960,竹杆胡同,3室1厅,96.98
东城,760,太华公寓,1室1厅,107.22
东城,1350,新世界家园,2室2厅,134.89
东城,670,富莱茵花园,3室1厅,81.5
东城,965,金桥国际,2室1厅,89.49
东城,960,竹杆胡同,3室1厅,96.98
东城,760,太华公寓,1室1厅,107.22
东城,1360,海晟名苑南区,2室1厅,93.97
东城,720,金世纪嘉园,2室1厅,75.74
东城,880,兴化西里,2室2厅,78.23
东城,630,恒基中心,1室1厅,83.29
东城,670,兴隆都市馨园,1室1厅,60.61
东城,983,和平里七区,3室1厅,75.62
东城,822,东直门外大街(东城）,3室1厅,80.61
东城,730,巷上嘉园,1室1厅,64.78
东城,660,万国城MOMA,1室0厅,59.11
东城,570,骑河楼大街,1室1厅,41.85
东城,570,夕照寺西里,2室1厅,56.04
东城,745,青年湖东里,2室1厅,66.5
东城,480,仓南胡同14号院,1室1厅,41.59
东城,265,金鱼池西区,1室0厅,45.54
东城,710,新景家园东区,1室1厅,59.87
东城,1260,新世界家园,2室1厅,105.18
东城,1445,本家润园一期,2室1厅,111.69
东城,890,东厂胡同,2室1厅,92.4
东城,545,青龙胡同,1室1厅,45.16
东城,857,上龙西里,2室1厅,89.96
东城,858,东后河沿,1室1厅,88.67
东城,830,和平里七区,2室1厅,69.21
东城,698,东直门南大街,2室1厅,68.51
东城,698,地坛北里,2室1厅,53.53
东城,924,朝阳门内大街,3室1厅,117.0
东城,710,忠实里,2室1厅,67.95
东城,523,化工大院,2室1厅,29.1
东城,686,和平里七区,2室1厅,56.3
东城,600,东四十条,1室1厅,48.16
东城,675,禄米仓胡同,2室1厅,52.4
东城,880,灯市口大街,2室1厅,67.41
东城,533,东直门外大街(东城）,1室1厅,43.5
东城,586,东中街,1室1厅,53.33
东城,660,安外大街3号院,2室1厅,64.59
东城,915,新景家园东区,2室1厅,80.49
东城,950,仓南胡同,2室1厅,80.98
东城,888,煤渣胡同,1室1厅,53.85
东城,806,柏林寺西,2室1厅,64.2
东城,830,水上华城,1室1厅,66.1
东城,506,东直门外大街(东城）,1室0厅,38.28
东城,480,西草市东街甲34号院,1室1厅,56.04
东城,679,新景家园东区,1室1厅,61.99
东城,536,领行国际,1室0厅,58.06
东城,818,锡拉胡同13号院,2室1厅,60.25
东城,1316,正东国际大厦,2室1厅,188.13
东城,580,安德路55号院,2室1厅,51.37
东城,798,民安小区东直门北中街,2室1厅,71.17
东城,659,朝阳门内大街,2室1厅,73.42
东城,810,东直门外大街(东城）,2室1厅,80.1
东城,660,前门东大街,2室0厅,56.12
东城,850,东四十条甲34号院,3室1厅,75.22
东城,960,豆瓣胡同,2室1厅,71.44
东城,475,革新里小区,2室1厅,60.02
东城,601,安化南里,1室1厅,60.87
东城,520,桃杨路北里,2室1厅,57.3
东城,500,绿景馨园,1室1厅,41.19
东城,1150,西营房,3室1厅,110.48
东城,850,安化北里,2室1厅,82.94
东城,628,金桥国际,1室1厅,62.78
东城,1058,保利蔷薇,2室1厅,95.14
东城,850,朝阳门南小街,2室1厅,75.59
东城,1000,领行国际,2室1厅,104.85
东城,938,台基厂头条14号院,3室1厅,64.93
东城,810,兴隆都市馨园,2室1厅,78.19
东城,898,望陶园小区,3室1厅,134.11
东城,680,李村,3室1厅,80.88
东城,3350,当代MOMA,4室1厅,345.81
东城,720,法华南里,2室1厅,77.32
东城,725,东四四条,3室1厅,71.23
东城,1340,仓南胡同,4室1厅,124.66
东城,710,春秀路,3室1厅,76.97
东城,996,新景家园西区,2室1厅,92.57
东城,1395,幸福家园三期,3室1厅,122.45
东城,2280,阳光都市,3室1厅,201.42
东城,630,安德路55号院,2室1厅,57.87
东城,735,新中西街,3室1厅,78.28
东城,800,安外大街3号院,3室1厅,65.79
东城,750,前门东大街1号,2室1厅,57.47
东城,730,苏州胡同,3室1厅,78.41
东城,635,金桥国际,1室1厅,63.35
东城,1672,长安太和,2室2厅,140.52
东城,880,花园胡同,4室1厅,78.3
东城,850,金桥国际,2室1厅,89.49
东城,640,金鱼池东区,1室1厅,86.33
东城,1395,国瑞城西区,2室1厅,143.31
东城,1230,胜古中路1号院,3室1厅,149.05
东城,525,幸福南里,2室1厅,57.91
东城,999,六铺炕,3室1厅,78.25
东城,1150,新景家园西区,3室1厅,91.36
东城,830,新中西里,3室1厅,69.2
东城,380,李村南里,2室1厅,57.6
东城,1782,湖景苑,3室2厅,119.5
东城,900,和平里七区,3室1厅,81.51
东城,495,东花市北里中区,1室1厅,47.29
东城,1030,清水苑,3室1厅,86.31
东城,720,新景家园西区,1室1厅,56.92
东城,680,龙潭北里,2室1厅,62.74
东城,586,沙子口路61号,3室1厅,71.44
东城,2500,新世界家园,3室2厅,170.98
东城,545,光明西里,2室1厅,47.41
东城,900,悠胜美苑,4室2厅,70.3
东城,670,法华南里,2室1厅,76.52
东城,1450,水上华城,2室1厅,121.59
东城,638,国瑞城东区,1室1厅,58.18
东城,780,朝阳门内大街,3室1厅,65.43
东城,1130,本家润园一期,3室1厅,88.19
东城,950,骑河楼大街,3室1厅,80.37
东城,2080,华冠丽景,2室2厅,126.75
东城,518,幸福北里,2室0厅,49.72
东城,958,安德里北街25号院,3室1厅,89.12
东城,1180,胜古中路1号院,3室2厅,149.9
东城,575,定安里,3室1厅,71.79
东城,709,化工大院,2室1厅,54.04
东城,740,东花市北里西区,3室1厅,76.85
东城,1380,华普花园,4室2厅,205.24
东城,1710,康鸿家园,3室1厅,152.06
东城,725,西水井胡同,3室1厅,76.63
东城,850,新景家园东区,2室1厅,74.08
东城,1080,和平里七区,4室1厅,94.38
东城,2699,长安太和,2室1厅,182.06
东城,1350,美惠大厦,3室2厅,184.71
东城,1618,三秀涵雅,3室1厅,165.86
东城,1180,朝内大街136号院,3室1厅,92.73
东城,727,兴隆都市馨园,2室2厅,42.71
东城,1200,太华公寓,2室1厅,150.31
东城,1200,新世界中心,3室1厅,210.03
东城,1919,豆瓣胡同,4室2厅,149.8
东城,1750,烧酒胡同3号院,3室1厅,105.33
东城,900,富莱茵花园,2室1厅,119.58
东城,985,领行国际,2室1厅,106.08
东城,1260,国瑞城西区,2室1厅,145.25
东城,888.8,领行国际,2室1厅,123.44
东城,1120,太华公寓,2室2厅,152.36
东城,810,兴隆都市馨园,2室1厅,78.19
东城,898,望陶园小区,3室1厅,134.11
东城,1360,保利蔷薇,2室1厅,97.11
东城,920,富莱茵花园,3室2厅,147.91
东城,438,安乐林二条,2室1厅,57.84
东城,880,聚龙花园,2室1厅,109.19
东城,850,东花市北里东区,2室1厅,77.49
东城,750,金鱼池东区,2室1厅,70.92
东城,1100,新景家园西区,3室1厅,91.36
东城,725,东四四条,3室1厅,71.23
东城,3350,当代MOMA,4室1厅,345.81
东城,850,金桥国际,2室1厅,89.49
东城,720,法华南里,2室1厅,77.32
东城,1340,仓南胡同,4室1厅,124.66
西城,1100,羊肉胡同120号院,3室1厅,81.7
西城,580,西便门内大街79号院,2室1厅,60.74
西城,560,小红庙,2室1厅,56.96
西城,445,乐城,1室0厅,43.0
西城,895,北礼士路60号院,3室1厅,68.4
西城,820,白纸坊西街,2室1厅,89.68
西城,1070,清芷园,2室1厅,85.37
西城,1330,铁一区,3室1厅,95.7
西城,738,车公庄北里,1室1厅,55.4
西城,998,恒昌花园,2室1厅,109.72
西城,820,大拐棒胡同,2室1厅,48.4
西城,780,车公庄大街,2室1厅,64.8
西城,738,黄瓜园,2室1厅,54.6
西城,850,凌云居,2室1厅,94.92
西城,998,新街口西里三区,3室1厅,84.86
西城,1155,富国里小区,3室1厅,80.0
西城,890,车公庄北里,3室1厅,71.1
西城,750,北礼士路66号院,2室1厅,52.1
西城,600,权盛里,2室1厅,53.91
西城,825,南礼士路三条北里,2室1厅,57.5
西城,610,手帕口北街,2室1厅,62.34
西城,648,红莲中里,2室1厅,61.18
西城,625,三义东里,2室2厅,50.35
西城,635,广南小区,2室1厅,76.61
西城,850,塔院胡同12号院,2室1厅,57.0
西城,1468,远见名苑,3室2厅,126.84
西城,860,木樨地,2室1厅,67.7
西城,820,西豪逸景,2室1厅,78.36
西城,560,马连道中里,2室1厅,58.46
西城,735,平原里小区,2室1厅,63.55
西城,1090,新风南里,3室1厅,62.9
西城,799,铁二区,2室1厅,57.8
西城,799,人定湖西里,2室1厅,50.1
西城,920,清芷园,2室1厅,78.18
西城,950,新外大街6号院,2室1厅,60.7
西城,695,展览路,2室1厅,52.9
西城,1300,西直门南大街,4室1厅,94.2
西城,706,牛街东里,2室1厅,76.71
西城,1170,源屋曲,2室1厅,106.46
西城,830,南纬路南巷9号院,3室1厅,75.23
西城,655,西便门东里,2室1厅,56.66
西城,610,双槐里,2室1厅,44.43
西城,789,三里河南二巷,2室1厅,54.9
西城,549,政泰家园,2室1厅,67.44
西城,1485,中信沁园,2室1厅,90.06
西城,510,车站东街15号院,2室1厅,51.92
西城,1200,德胜里一区,3室1厅,79.7
西城,1050,铁二区,3室1厅,69.9
西城,1198,新外大街28号院,3室1厅,75.9
西城,898,常青藤嘉园,2室1厅,88.78
西城,990,北礼士路,3室1厅,73.8
西城,1490,格调小区,3室1厅,140.13
西城,750,新街口西里三区,1室1厅,55.92
西城,1349,立恒名苑,5室2厅,257.24
西城,2390,阳光丽景,3室1厅,146.71
西城,1160,车公庄大街,3室1厅,85.8
西城,568,牛街西里,1室1厅,58.27
西城,630,车站西街15号院,2室1厅,58.56
西城,620,车站西街17号院,2室1厅,54.84
西城,410,红莲中里,1室0厅,26.66
西城,776,白广路二条,2室1厅,77.8
西城,466,政泰家园,1室1厅,59.18
西城,795,朝阳庵,3室1厅,78.6
西城,880,月坛南街小四道口,2室1厅,60.18
西城,849,海润花园,2室1厅,81.96
西城,865,丽阳四季,2室1厅,93.73
西城,790,扣钟北里,2室1厅,65.0
西城,610,车站西街,2室1厅,57.57
西城,1160,温馨家园,2室2厅,77.4
西城,1043,裕中东里,3室1厅,75.3
西城,1930,红山世家,3室1厅,137.43
西城,1040,大乘巷,3室1厅,74.3
西城,588,手帕口北街,3室1厅,56.71
西城,1550,丽水莲花,3室1厅,125.25
西城,1250,广信嘉园,3室1厅,143.05
西城,750,南半截胡同26号院,3室1厅,73.29
西城,1460,馨莲茗园,3室2厅,146.58
西城,970,广信嘉园,2室2厅,130.03
西城,1386,白广路东里1号院,3室2厅,127.12
西城,1170,广信嘉园,2室2厅,158.36
西城,760,双旗杆东里,1室1厅,52.7
西城,555,榆树馆西里,1室1厅,38.3
西城,800,五路通北街3号院,2室1厅,51.0
西城,1450,新康街甲一号,3室1厅,94.01
西城,615,阜成门南大街,1室1厅,40.1
西城,495,牛街18,1室0厅,52.06
西城,460,荣丰2008,1室1厅,27.86
西城,665,白云观,1室1厅,47.6
西城,858,月坛西街乙2号院,2室1厅,59.8
西城,1300,安德馨居,3室2厅,88.58
西城,950,黄寺大街24号院,2室1厅,59.4
西城,569,红莲北里,2室1厅,47.36
西城,730,复兴门外大街,2室1厅,51.7
西城,499,禄长街二条,1室1厅,44.08
西城,590,建功东里,2室1厅,55.43
西城,640,白广路6号院,3室1厅,63.89
西城,1290,佟麟阁路62号院,2室1厅,74.1
西城,525,乐城,1室1厅,45.32
西城,790,樱桃二条8号院,2室1厅,74.3
西城,795,天桥北里,2室1厅,81.48
西城,580,天宁寺西里,2室1厅,58.05
西城,738,六铺炕二区,1室1厅,42.4
西城,720,平原里小区,2室1厅,62.74
西城,529,建功南里,1室1厅,49.48
西城,510,乐城,1室1厅,45.48
西城,880,青春无限,2室1厅,91.31
西城,588,马连道路甲18号院,2室1厅,62.31
西城,1000,华龙美钰,2室1厅,85.25
西城,636,椿树园,1室1厅,47.95
西城,840,格调小区,1室1厅,80.7
西城,790,新街口西里三区,2室1厅,70.12
西城,870,新街口西里三区,2室1厅,60.71
西城,750,月坛北街,2室1厅,51.8
西城,850,三里河南二巷,3室1厅,57.31
西城,489,红莲南里,1室1厅,42.86
西城,640,宣武门西大街,2室1厅,52.66
西城,985,富国里小区,2室1厅,69.3
西城,715,裕中东里,1室1厅,42.3
西城,650,西便门内大街79号院,2室1厅,58.29
西城,509,远见名苑,1室0厅,57.75
西城,1150,万博苑,2室1厅,102.87
西城,560,胜利三巷,2室1厅,50.22
西城,570,莲花池东路24号院,1室1厅,55.92
西城,730,复兴门外大街,2室1厅,50.7
西城,500,小寺街,2室1厅,50.45
西城,630,建功北里,2室1厅,63.14
西城,439,天宁寺西里,1室1厅,44.72
西城,519,车站东街15号院,2室1厅,51.31
西城,695,三里河二区,1室1厅,41.6
西城,769,后桃园胡同9号院,3室1厅,57.1
西城,545,广安门外大街,2室1厅,54.34
西城,568,车站东街甲9号院,2室1厅,54.64
西城,890,复兴门外大街,2室0厅,70.79
西城,718,红莲南里,2室1厅,70.26
西城,619,月坛北街,1室1厅,38.5
西城,720,馨莲茗园,1室1厅,73.77
西城,578,榆树馆西里,1室1厅,40.4
西城,459,常青藤嘉园,1室1厅,34.87
西城,612,登莱胡同,3室1厅,68.74
西城,920,塔院胡同12号院,2室1厅,62.9
西城,679,展览路,2室1厅,53.2
西城,610,团结大院,1室1厅,42.2
西城,522,荣丰2008,1室1厅,34.53
西城,900,三里河二区,2室1厅,56.9
西城,1320,陶然北岸,2室1厅,92.97
西城,839,新明胡同,2室1厅,60.7
西城,1217,月坛南街19号院,3室1厅,79.7
西城,1780,四平园,4室2厅,183.36
西城,820,右安胡同乙7号院,3室1厅,77.31
西城,1998,官园公寓,4室1厅,142.0
西城,880,信德园,2室2厅,108.59
西城,990,法源寺西里小区,3室1厅,102.46
西城,800,新安中里,2室1厅,70.84
西城,1220,似海怡家,3室1厅,127.65
西城,1235,信德园,3室2厅,146.54
西城,839,新明胡同,2室1厅,58.3
西城,988,右安门内西街1号院,3室2厅,106.01
西城,450,三庙大院,2室1厅,51.65
西城,960,水电部宿舍,4室1厅,100.6
西城,1039,西豪逸景,3室1厅,93.92
西城,1160,法源寺西里小区,3室2厅,123.36
西城,1050,新风南里,2室1厅,73.3
西城,1080,铁二区,3室1厅,70.3
西城,780,后桃园胡同9号院,3室1厅,54.1
西城,1239,马甸南村,2室1厅,75.0
西城,880,常青藤嘉园,2室1厅,86.09
西城,865,丽阳四季,2室1厅,93.73
西城,660,广南小区,2室1厅,73.96
西城,650,右安门内大街,3室0厅,57.37
西城,1700,清芷园,3室1厅,154.14
西城,908,什坊街,2室1厅,62.1
西城,585,广南小区,2室1厅,63.29
西城,738,广安苑一期,3室1厅,72.05
西城,1132,西黄城根45号院,3室1厅,65.0
西城,1268,鲍家街,3室1厅,79.8
西城,1260,月坛北小街1号院,3室1厅,104.9
西城,880,双旗杆东里,2室1厅,58.7
西城,770,五路通北街3号院,2室1厅,49.4
西城,1850,恒昌花园,4室2厅,198.35
西城,1180,新风街,3室1厅,78.4
西城,1180,新风街,3室1厅,78.4
西城,669,展览路,2室1厅,56.4
西城,620,北礼士路,2室1厅,40.9
西城,1396,阜成门外北四巷,4室1厅,127.0
西城,1420,月坛西街西里,3室1厅,95.38
西城,675,阜成门南大街,2室1厅,58.2
西城,1098,真武庙六里,3室1厅,79.4
西城,530,天桥北里,2室1厅,56.33
西城,1045,白云观,3室1厅,70.0
西城,597,木樨地,1室1厅,33.2
西城,475,荣丰2008,1室0厅,37.85
西城,495,荣丰2008,1室1厅,31.53
西城,406,荣丰2008,1室0厅,25.84
西城,415,红莲中里,1室0厅,31.7
西城,1060,温馨家园,2室1厅,66.6
西城,729,西便门外大街,1室1厅,42.9
西城,1050,月坛西街乙2号院,3室1厅,71.0
西城,600,红莲中里,2室1厅,59.01
西城,1660,朗琴园,3室2厅,120.96
西城,826,航空胡同40号院,2室1厅,63.5
西城,630,小马厂东里,2室1厅,63.18
西城,940,汽南小区,2室1厅,68.7
西城,600,新安中里,1室1厅,49.98
西城,720,北欧印象,2室1厅,64.83
西城,640,红莲中里,2室1厅,58.91
西城,550,天宁寺东里,2室1厅,60.99
西城,898,新壁街,2室1厅,59.87
西城,816,广安门外大街,3室1厅,88.58
西城,733,真武庙六里,1室1厅,48.9
西城,595,宣武门西大街,2室1厅,46.68
西城,610,右安门内西街甲2号院,1室1厅,49.16
西城,620,车站西街17号院,2室1厅,54.84
西城,820,德胜里西街3号院,2室1厅,56.7
西城,576,红居南街,2室1厅,64.61
西城,1118,中信沁园,2室1厅,66.52
西城,685,右安门内西街甲10号院,2室1厅,62.89
西城,1160,中信锦园,1室1厅,73.63
西城,1168,什坊街2号院,2室1厅,82.0
西城,1580,中信锦园,2室1厅,96.91
西城,670,新街口西里三区,1室1厅,49.75
西城,835,三里河北街2号院,2室1厅,51.7
西城,670,铁二区,1室1厅,40.3
西城,745,羊肉胡同120号院,1室1厅,41.5
西城,940,远见名苑三期,2室1厅,96.25
西城,470,西便门西里,2室1厅,49.16
西城,558,牛街西里,1室1厅,58.27
西城,680,红莲晴园,1室1厅,65.48
西城,448,天宁寺东里,1室1厅,43.98
西城,591,西便门内大街97号院,2室1厅,57.51
西城,1178,远雄大观,2室1厅,95.18
西城,690,马连道中里,2室1厅,63.39
西城,1120,白纸坊西街,2室1厅,101.93
西城,850,南露园,2室1厅,61.8
西城,1225,教育街,3室1厅,74.3
西城,766,灵境胡同,1室1厅,45.7
西城,517,南滨河路,2室1厅,49.5
西城,715,牛街西里,2室1厅,73.87
西城,985,清芷园,2室1厅,80.68
西城,460,荣丰2008,1室1厅,28.42
西城,1199,新壁街,3室1厅,88.44
西城,460,荣丰2008,1室1厅,28.42
西城,960,新风北街,2室1厅,61.5
西城,628,南露园,1室1厅,43.9
西城,635,铁路巷,2室1厅,48.9
西城,890,新外大街6号院,2室1厅,55.4
西城,916,北广家园,1室1厅,67.91
西城,710,展览路,2室1厅,56.4
西城,1280,扣钟北里,3室1厅,80.5
西城,720,新明胡同,1室1厅,44.0
西城,468,红居斜街,1室0厅,42.11
西城,820,马连道中里,3室1厅,73.32
西城,875,阜成门外大街,3室1厅,76.9
西城,700,白纸坊西街6号院,2室1厅,55.76
西城,650,北营房西里,1室1厅,44.6
西城,725,长椿街西里,3室1厅,58.39
西城,730,如意里,2室1厅,58.1
西城,860,北樱桃园17号院,2室1厅,80.0
西城,445,三义里,1室1厅,33.56
西城,550,远见名苑,1室0厅,57.75
西城,489,青春无限,1室0厅,52.59
西城,388,荣丰2008,1室0厅,25.39
西城,410,荣丰2008,1室0厅,25.39
西城,780,北礼士路62号院,2室1厅,62.2
西城,406,荣丰2008,1室0厅,25.84
西城,545,白菜湾四巷17号院,2室1厅,49.36
西城,819,报国寺东夹道1号东院,3室1厅,73.71
西城,1019,复兴门北大街,3室1厅,72.5
西城,765,车公庄北里,2室1厅,57.9
西城,658,西便门内大街97号院,2室1厅,55.99
西城,748,槐柏树街,2室1厅,62.79
西城,710,牛街西里,2室1厅,76.08
西城,715,北营房西里,2室1厅,53.0
西城,550,白菜湾社区,2室1厅,59.82
西城,1600,德胜里二区,2室1厅,92.46
西城,890,裕中东里,2室1厅,60.4
西城,1050,北顺城街11号院,4室1厅,115.6
西城,725,新壁街,1室1厅,51.6
西城,1200,三里河东路7号院,3室1厅,84.0
西城,4798,一瓶,4室2厅,269.66
西城,710,红莲南里,3室1厅,73.5
西城,770,人定湖西里,2室1厅,66.4
西城,1088,槐柏树后街,3室1厅,87.86
西城,682,广安门北街,2室1厅,77.6
西城,595,天宁寺东里,2室1厅,56.11
西城,728,畅柳园,2室1厅,65.93
西城,645,阜成门外北街,1室1厅,46.0
西城,588,双槐里,1室1厅,43.66
西城,608,红莲中里,2室1厅,58.23
西城,598,红居斜街4号院,3室1厅,63.31
西城,475,右安门内西街甲10号院,1室1厅,38.88
西城,730,平原里小区,2室1厅,65.72
西城,755,北营房西里,2室1厅,56.7
西城,870,安德路,2室1厅,62.2
西城,1120,阜成门外北四巷,3室1厅,99.3
西城,510,朝阳庵,2室1厅,38.8
西城,600,白广路二条,2室1厅,57.69
西城,618,汽北小区,2室1厅,52.8
西城,740,扣钟北里,2室1厅,56.8
西城,1060,六铺炕二区,3室1厅,81.9
西城,605,百万庄中里,1室1厅,41.7
西城,2450,丰汇园小区,3室2厅,149.2
西城,1635,远见名苑,3室2厅,155.17
西城,790,真武庙,2室1厅,56.4
西城,1150,小市口胡同3号院,3室1厅,75.4
西城,1320,六铺炕二区,3室1厅,101.6
西城,778,小市口胡同3号院,1室1厅,44.8
西城,760,车公庄大街6号院,1室1厅,44.5
西城,790,新街口西里三区,2室1厅,60.46
西城,635,车公庄北里,1室1厅,49.2
西城,1250,教场口9号院,3室1厅,84.68
西城,638,三义里,2室1厅,57.21
西城,950,百万庄午区,3室1厅,79.31
西城,900,新风街,2室1厅,53.5
西城,1850,阳光丽景,2室1厅,109.07
西城,970,六铺炕二区,3室1厅,62.1
西城,635,三义里,2室1厅,60.31
西城,890,远见名苑,2室1厅,81.0
西城,1077,南礼士路三条北里,4室1厅,86.1
西城,750,马连道中里,2室1厅,78.44
西城,980,六铺炕一区,2室1厅,72.3
西城,458,车站西街13号院,2室1厅,48.97
西城,1180,红莲晴园,3室1厅,145.35
西城,763,朝阳庵,3室1厅,64.3
西城,848,莲花池东路24号院,2室2厅,87.39
西城,833,北礼士路70号院,2室1厅,63.8
西城,1030,茗筑,2室1厅,111.52
西城,799,南纬路2号院,2室1厅,68.95
西城,986,京师吉地,1室1厅,57.85
西城,560,小后仓,1室1厅,40.0
西城,1018,航空胡同40号院,3室2厅,86.6
西城,805,新德街35号院,3室1厅,77.2
西城,625,建功北里,2室1厅,59.08
西城,542,荣丰2008,1室1厅,30.27
西城,680,宣武门外西里,2室1厅,61.11
西城,648,马连道中里,2室1厅,63.78
西城,653,车站西街15号院,2室1厅,57.41
西城,690,新街口西里三区,1室1厅,51.35
西城,480,荣丰2008,1室1厅,27.86
西城,740,白纸坊街25号院,2室1厅,62.1
西城,1160,太仆寺33号院,2室1厅,68.3
西城,720,北欧印象,2室1厅,64.83
西城,790,富国里小区,1室1厅,53.0
西城,650,西便门东里,2室1厅,59.45
西城,840,真武庙,2室1厅,56.4
